Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
Sagadat Ayap; 1559; KAZ; 22; 1995.05.25; 77; 193; 0-0; 0; 1,848; 1280; 0-0; 0; 17,008
Levente Godry; 1559; HUN; 25; 1992.04.17; 88; 185; 0-0; 0; 1,915; 513; 3-4; 0; 21,610
Alastair Gray; 1559; GBR; 19; 1998.06.22; 73; 188; 0-0; 0; 1,884; 986; 0-0; 0; 3,930
Imanol Lopez Morillo; 1559; ESP; 18; 1999.11.18;  ; ;0-0; 0; 1,400; 1559; 0-0; 0; 1,806
Louroi Martinez; 1559; SUI; 19; 1998.10.01;  ; ;0-0; 0; 1,662; 902; 0-0; 0; 4,214
Rajko Mladenovic; 1559; SRB; 32; 1985.10.25;  ; ;0-0; 0; 1,400; 1547; 0-0; 0; 2,726
Daniel Mora; 1559; COL; 21; 1996.06.21; 70;  ;0-0; 0; 1,296; 992; 0-0; 0; 8,947
Rayane Oumaouche; 1559; FRA; 20; 1997.06.22;  ; ;0-0; 0; 546; 1424; 0-0; 0; 2,816
Vignesh Peranamallur; 1559; IND; 30; 1987.11.06; 75; 173; 0-0; 0; 1,626; 786; 0-0; 0; 28,434
Ivan Sabanov; 1559; CRO; 25; 1992.06.25; 73; 178; 0-0; 0; 9,323; 195; 0-0; 0; 38,888
Francesco Salviato; 1559; ITA; 23; 1994.06.10;  ; ;0-0; 0; 1,400; 1323; 0-0; 0; 3,682
Leandro Serrano Sanz; 1559; ESP; 23; 1994.05.27;  ; ;0-0; 0; 1,296; 1320; 0-0; 0; 3,834
Shonigmatjon Shofayziyev; 1559; UZB; 24; 1993.06.30; 85; 203; 0-0; 0; 2,092; 419; 0-0; 0; 44,942
Brandon Walkin; 1559; AUS; 23; 1994.08.16; 79; 188; 0-0; 0; 1,705; 692; 0-0; 0; 9,727
Pak Long Yeung; 1559; HKG; 22; 1995.02.14;  ; ;0-0; 0; 1,224; 736; 0-0; 0; 5,178
Paramveer Singh Bajwa; 1575; IND; 19; 1998.02.13;  ; ;0-0; 0; 1,452; 1302; 0-0; 0; 3,097
Felipe Cunha-Silva; 1575; POR; 20; 1997.03.31; 78; 180; 0-1; 0; 4,398; 344; 0-2; 0; 15,884
Alexander Donski; 1575; BUL; 19; 1998.08.01;  ; ;0-0; 0; 1,556; 1575; 0-0; 0; 3,017
Kamil Gajewski; 1575; POL; 22; 1995.02.05;  ; ;0-0; 0; 1,140; 567; 0-0; 0; 10,419
Alberto Lim; 1575; PHI; 18; 1999.05.16;  ; ;1-3; 0; 1,140; 1563; 1-3; 0; 2,752
Jeson Patrombon; 1575; PHI; 24; 1993.03.27;  ; ;0-1; 0; 366; 1063; 0-1; 0; 15,054
Roy Smith; 1575; USA; 19; 1998.09.13; 75; 191; 0-0; 0; 504; 1416; 0-0; 0; 3,052
Sheng Hao Zhou; 1575; CHN; 21; 1996.10.07; 68; 175; 0-0; 0; 1,060; 1092; 0-0; 0; 9,566
David Fleming; 1583; CHI; 25; 1992.04.05; 66;  ;0-0; 0; 1,556; 1082; 0-0; 0; 17,735
Bernd Kossler; 1583; AUT; 24; 1993.07.13;  ; ;0-0; 0; 960; 768; 0-0; 0; 10,222
Arata Onozawa; 1583; JPN; 29; 1988.04.28;  ; ;0-0; 0; 2,037; 274; 0-0; 0; 77,715
Victor Poncelet; 1583; BEL; 20; 1997.12.26;  ; ;0-0; 0; 1,780; 1056; 0-0; 0; 7,184
Dhruv Sunish; 1583; IND; 18; 1999.11.19;  ; ;0-0; 0; 1,608; 1013; 0-0; 0; 3,500
Lucas Bouquet; 1588; FRA; 20; 1997.08.05;  ; ;0-0; 0; 1,688; 1075; 0-0; 0; 9,990
Luis Diego Chavez Villalpando; 1588; ESP; 22; 1995.10.24;  ; ;0-0; 0; 2,456; 1327; 0-0; 0; 7,100
Samy Grace; 1588; EGY; 18; 1999.07.04;  ; ;0-0; 0; 2,076; 1269; 0-0; 0; 3,292
Yu Hsiou Hsu; 1588; TPE; 18; 1999.04.02;  ; ;0-0; 0; 2,046; 921; 0-0; 0; 7,478
Hugo Pontico; 1588; FRA; 20; 1997.10.19;  ; ;0-0; 0; 2,524; 1435; 0-0; 0; 4,858
Andrej Glvac; 1593; SVK; 20; 1997.01.31;  ; ;0-0; 0; 2,024; 1593; 0-0; 0; 2,892
Ryota Kishi; 1593; JPN; 24; 1993.06.30;  ; ;0-0; 0; 2,128; 860; 0-0; 0; 16,082
Nikolay Kolobaev; 1593; ISR; 19; 1998.05.01;  ; ;0-0; 0; 2,024; 1433; 0-0; 0; 5,192
Simon Navarro; 1593; CHI; 25; 1992.02.08; 84; 191; 0-0; 0; 882; 619; 0-0; 0; 13,153
Matthieu Roy ; 1593; FRA; 28; 1989.09.22;  ; ;0-0; 0; 1,252; 676; 0-0; 0; 33,685
Gorazd Srbljak; 1593; MKD; 20; 1997.08.24;  ; ;0-0; 0; 2,024; 1170; 0-0; 0; 5,370
Esteban  Bruna; 1599; CHI; 22; 1995.01.19; 80; 183; 0-0; 0; 1,922; 1106; 0-0; 0; 12,910
Joel Cannell; 1599; GBR; 20; 1997.11.27;  ; ;0-0; 0; 1,827; 709; 0-0; 0; 9,363
Farris Fathi Gosea; 1599; GBR; 23; 1994.03.03;  ; ;0-0; 0; 3,763; 400; 0-0; 0; 29,183
Justin Barki; 1602; INA; 17; 2000.05.26;  ; ;0-0; 0; 3,494; 403; 0-0; 0; 7,076
Mubarak Shannan Zayid; 1603; QAT; 22; 1995.04.14;  ; ;0-1; 0; 14,231; 1159; 0-2; 0; 39,184
Sefa Suluoglu; 1604; TUR; 22; 1995.05.08;  ; ;0-0; 0; 2,908; 1248; 0-0; 0; 17,168
Aria Harajchi; 1605; SUI; 21; 1996.03.28; 74; 188; 0-0; 0; 3,480; 917; 0-0; 0; 14,795
Ammar Alhogbani; 1606; USA; 19; 1998.12.15;  ; ;0-0; 0; 258; 1604; 0-0; 0; 472
Philip Aplienz; 1606; AUT; 20; 1997.11.17;  ; ;0-0; 0; 258; 1604; 0-0; 0; 258
Jose Antonio Arcos Del Valle; 1606; ESP; 16; 2001.07.26;  ; ;0-0; 0; 258; 1604; 0-0; 0; 312
Ted Bachev; 1606; BUL; 21; 1996.10.08;  ; ;0-0; 0; 258; 1604; 0-0; 0; 612
Francisco Bastias; 1606; ARG; 18; 1999.11.15;  ; ;0-0; 0; 258; 1606; 0-0; 0; 312
Lawrence Bataljin; 1606; AUS; 21; 1996.05.22; 53; 168; 0-0; 0; 258; 1606; 0-0; 0; 2,346
Florent Bax; 1606; FRA; 18; 1999.06.16;  ; ;0-0; 0; 258; 1604; 0-0; 0; 574
Jaime Bendeck; 1606; USA; 21; 1996.11.21;  ; ;0-0; 0; 430; 1606; 0-0; 0; 1,434
Darius Florin Bragusi; 1606; ROU; 24; 1993.06.18; 74; 180; 0-0; 0; 258; 936; 0-1; 0; 8,307
Santiago Bramajo; 1606; ARG; 17; 2000.11.07;  ; ;0-0; 0; 258; 1606; 0-0; 0; 354
Jacob Bullard; 1606; USA; 16; 2001.02.21;  ; ;0-0; 0; 258; 1604; 0-0; 0; 312
Juan Felipe Castellanos; 1606; COL; 17; 2000.01.16;  ; ;0-0; 0; 258; 1604; 0-0; 0; 258
Ezequiel Cerrini; 1606; USA; 21; 1996.05.11;  ; ;0-0; 0; 258; 1606; 0-0; 0; 362
Louis Clark; 1606; AUS; 18; 1999.05.28;  ; ;0-0; 0; 430; 1604; 0-0; 0; 520
Seppe Cuypers; 1606; BEL; 19; 1998.06.24;  ; ;0-0; 0; 258; 1449; 0-0; 0; 718
Daniel Czepielewski; 1606; GER; 21; 1996.04.21;  ; ;0-0; 0; 258; 1604; 0-0; 0; 1,742
Jack Davis; 1606; CAN; 18; 1999.06.24;  ; ;0-0; 0; 430; 1604; 0-0; 0; 788
Julien De Cuyper; 1606; FRA; 18; 1999.05.18;  ; ;0-0; 0; 258; 1604; 0-0; 0; 258
Dorian Descloix; 1606; FRA; 29; 1988.03.14; 86; 193; 0-0; 0; 258; 666; 0-0; 0; 33,827
Anton Desyatnik; 1606; RUS; 22; 1995.10.07;  ; ;0-0; 0; 258; 829; 0-0; 0; 10,728
Younes El Aynaoui; 1606; MAR; 46; 1971.09.12; 86; 193; 0-0; 0; 258; 14; 265-227; 5; 4,044,667
Adrian Exposito; 1606; ESP; 21; 1996.06.30;  ; ;0-0; 0; 270; 1328; 0-0; 0; 808
Stefan Fiacan; 1606; SUI; 23; 1994.03.29; 75;  ;0-0; 0; 430; 1478; 0-0; 0; 7,361
Jesse Flores; 1606; CAN; 22; 1995.03.31;  ; ;0-0; 0; 258; 1604; 0-0; 0; 412
Sergi Fontcuberta; 1606; ESP; 20; 1997.03.13;  ; ;0-0; 0; 258; 1604; 0-0; 0; 796
Constantin Frantzen; 1606; GER; 19; 1998.03.16;  ; ;0-0; 0; 430; 1606; 0-0; 0; 1,130
Marcus Fugate; 1606; USA; 29; 1988.01.22;  ; ;0-0; 0; 258; 587; 0-0; 0; 34,813
Roberts Grinvalds; 1606; LAT; 18; 1999.05.10;  ; ;0-0; 0; 258; 1604; 0-0; 0; 506
Tihomir Grozdanov; 1606; BUL; 30; 1987.04.29;  ; ;0-0; 0; 258; 394; 4-2; 0; 53,888
Daniel Grunberger; 1606; BEL; 21; 1996.09.02; 78; 180; 0-0; 0; 430; 1604; 0-0; 0; 744
Tian jia Guo; 1606; CHN; 21; 1996.12.05;  ; ;0-0; 0; 430; 1604; 0-0; 0; 1,126
Shawn H. Hadavi; 1606; USA; 22; 1995.10.24;  ; ;0-0; 0; 258; 1604; 0-0; 0; 674
Mitchell Harper; 1606; AUS; 20; 1997.09.05; 66; 178; 0-0; 0; 430; 1604; 0-0; 0; 2,202
Jan Hernych; 1606; CZE; 38; 1979.07.07; 83; 188; 0-0; 0; 258; 59; 79-118; 0; 2,178,092
Joshua Howard-Tripp; 1606; RSA; 18; 1999.06.24;  ; ;0-0; 0; 258; 1326; 0-0; 0; 692
Jesse Huta Galung; 1606; NED; 32; 1985.10.06; 89;  ;0-0; 0; 258; 91; 9-33; 0; 946,839
Juan Ignacio Iliev; 1606; ARG; 24; 1993.07.23; 75; 183; 0-0; 0; 258; 1316; 0-0; 0; 5,296
Jacob Kahoun; 1606; SUI; 25; 1992.04.05; 64; 173; 0-0; 0; 162; 783; 0-0; 0; 9,766
Mcclain Kessler; 1606; USA; 21; 1996.07.18;  ; ;0-0; 0; 430; 1604; 0-0; 0; 570
Majed Kilani; 1606; TUN; 20; 1997.01.01;  ; ;0-0; 0; 430; 921; 0-0; 0; 7,404
Boris Kozlov; 1606; USA; 17; 2000.08.26; 79; 185; 0-0; 0; 896; 1233; 0-0; 0; 2,350
Guillaume Laurent; 1606; FRA; 22; 1995.07.21;  ; ;0-0; 0; 258; 1604; 0-0; 0; 456
Zhao-Tai Li; 1606; CHN; 23; 1994.03.14; 85; 188; 0-0; 0; 430; 1553; 0-0; 0; 4,214
Mike Loccisano; 1606; GER; 17; 2000.06.18;  ; ;0-0; 0; 430; 1604; 0-0; 0; 1,106
Daniel Lustig; 1606; CZE; 33; 1984.11.25; 83; 191; 0-0; 0; 258; 396; 0-0; 0; 66,036
Tad Maclean; 1606; GBR; 17; 2000.08.18;  ; ;0-0; 0; 258; 1604; 0-0; 0; 312
Jose Maria Martin De Oliva Carr; 1606; ESP; 21; 1996.11.16;  ; ;0-0; 0; 430; 1604; 0-0; 0; 792
Euan Mcintosh; 1606; GBR; 22; 1995.05.08;  ; ;0-0; 0; 258; 1604; 0-0; 0; 502
Joel Meda; 1606; BUR; 22; 1995.02.08;  ; ;0-0; 0; 430; 1604; 0-0; 0; 1,348
Nicolas Mejia; 1606; COL; 17; 2000.02.11; 77; 185; 0-0; 0; 258; 1558; 0-0; 0; 1,826
Roberto Menendez; 1606; ESP; 41; 1976.07.09;  ; ;0-0; 0; 430; 292; 0-0; 0; 42,267
Khololwam Montsi; 1606; RSA; 15; 2002.11.20;  ; ;0-0; 0; 216; 1483; 0-0; 0; 474
Adam Moundir; 1606; SUI; 22; 1995.04.26; 95; 191; 0-0; 0; 258; 1595; 0-0; 0; 652
David Mrazek; 1606; CZE; 25; 1992.09.14;  ; ;0-0; 0; 258; 1604; 0-0; 0; 862
Phuong Van Nguyen; 1606; VIE; 16; 2001.02.27;  ; ;0-0; 0; 258; 1604; 0-0; 0; 972
Christophe Nickels; 1606; LUX; 27; 1990.09.01;  ; ;0-0; 0; 258; 1604; 0-0; 0; 1,046
Julien Obry; 1606; FRA; 26; 1991.09.04; 73; 173; 0-0; 0; 258; 250; 0-0; 0; 90,889
Jie-Ming Pai; 1606; TPE; 17; 2000.10.30;  ; ;0-0; 0; 430; 1604; 0-0; 0; 484
Zlatan Palazov; 1606; BUL; 18; 1999.05.11;  ; ;0-0; 0; 258; 1604; 0-0; 0; 452
David Pel; 1606; NED; 26; 1991.07.09; 93;  ;0-1; 0; 16,755; 146; 0-1; 0; 42,811
Janis Podzus; 1606; LAT; 23; 1994.06.29; 88; 193; 0-0; 0; 258; 675; 0-9; 0; 16,251
Demian Raab; 1606; GER; 24; 1993.07.20; 79; 188; 0-0; 0; 162; 849; 0-0; 0; 15,137
Alan Fernando Rubio Fierros; 1606; MEX; 18; 1999.02.03;  ; ;0-0; 0; 1,508; 1606; 0-0; 0; 2,204
Razvan Sabau; 1606; ROU; 40; 1977.06.18; 76; 185; 0-0; 0; 258; 74; 21-53; 0; 714,904
Yair Sarouk; 1606; ISR; 16; 2001.08.15;  ; ;0-0; 0; 258; 1604; 0-0; 0; 670
Mathieu Scaglia; 1606; FRA; 19; 1998.11.23;  ; ;0-0; 0; 430; 1604; 0-0; 0; 800
Denis Semenikhin; 1606; USA; 25; 1992.02.20; 88; 196; 0-0; 0; 258; 1604; 0-0; 0; 258
Ivan Sergeyev; 1606; UKR; 29; 1988.01.20; 78; 175; 0-0; 0; 258; 147; 5-1; 0; 261,683
Rishabh Sharda; 1606; IND; 17; 2000.01.09;  ; ;0-0; 0; 258; 1604; 0-0; 0; 452
Jia-Hong Shen; 1606; TPE; 22; 1995.02.26;  ; ;0-0; 0; 430; 1604; 0-0; 0; 430
Christian Sigsgaard; 1606; DEN; 20; 1997.03.14;  ; ;0-0; 0; 258; 1604; 2-1; 0; 754
Enzo Sommer; 1606; SUI; 22; 1995.05.01;  ; ;0-0; 0; 258; 898; 0-0; 0; 2,980
Krisjanis Stabins; 1606; LAT; 28; 1989.06.28;  ; ;0-0; 0; 1,283; 913; 0-0; 0; 6,805
Dominik Suc; 1606; CZE; 27; 1990.09.19; 71; 175; 0-0; 0; 258; 626; 0-0; 0; 26,997
Yannick Thivant; 1606; FRA; 30; 1987.01.22; 78; 180; 0-0; 0; 430; 590; 0-0; 0; 14,922
Matteo Tinelli; 1606; ITA; 20; 1997.02.05;  ; ;0-0; 0; 258; 988; 0-0; 0; 5,918
Teeradon Tortrakul; 1606; THA; 21; 1996.01.29;  ; ;0-0; 0; 258; 1604; 0-0; 0; 258
Duilio Vallebuona; 1606; PER; 25; 1992.07.06;  ; ;0-0; 0; 258; 971; 0-1; 0; 11,369
Fabian Van Der Lans; 1606; NED; 22; 1995.10.29;  ; ;0-0; 0; 258; 1135; 0-0; 0; 5,034
Panu Virtanen; 1606; FIN; 21; 1996.02.17;  ; ;0-0; 0; 258; 1464; 0-0; 0; 3,618
Emmett Ward; 1606; USA; 22; 1995.05.04;  ; ;0-0; 0; 258; 1606; 0-0; 0; 258
Alec Witmeur; 1606; BEL; 28; 1989.07.30;  ; ;0-0; 0; 258; 1056; 0-0; 0; 5,527
Jayson Amos; 1694; USA; 23; 1994.12.06;  ; ;0-0; 0; 690; 1694; 0-0; 0; 910
Pablo Andujar; 1694; ESP; 31; 1986.01.23; 76; 180; 0-0; 0; 518; 32; 117-171; 3; 4,301,653
Aitor Aramburu; 1694; MEX; 26; 1991.11.30;  ; ;0-0; 0; 414; 1694; 0-0; 0; 1,903
Ivar Jose Aramburu Contreras; 1694; MEX; 23; 1994.03.21; 75;  ;0-0; 0; 414; 1457; 0-0; 0; 5,722
Felipe Assuncao Garla; 1694; BRA; 23; 1994.06.13;  ; ;0-0; 0; 414; 1481; 0-0; 0; 1,528
Alexander Babanine; 1694; AUS; 23; 1994.09.06; 73; 175; 0-0; 0; 882; 1375; 0-0; 0; 4,360
Marcell Bartakovics; 1694; HUN; 20; 1997.10.19;  ; ;0-0; 0; 414; 1694; 0-0; 0; 946
Dominik Bartels; 1694; GER; 25; 1992.12.06;  ; ;0-0; 0; 414; 995; 0-0; 0; 2,092
Manuel Bellutti; 1694; AUT; 26; 1991.12.23;  ; ;0-0; 0; 414; 1694; 0-0; 0; 672
Alberto Berbegal Moreno; 1694; ESP; 23; 1994.05.04;  ; ;0-0; 0; 414; 1604; 0-0; 0; 960
Oleg Besednikov; 1694; RUS; 18; 1999.01.20;  ; ;0-0; 0; 414; 1610; 0-0; 0; 510
Gage Brymer; 1694; USA; 22; 1995.02.07; 70; 185; 0-0; 0; 690; 1497; 0-0; 0; 5,410
Sergiu Ioan Bucur; 1694; ROU; 20; 1997.04.11; 70;  ;0-0; 0; 414; 1129; 0-0; 0; 4,220
Samm Butler; 1694; GBR; 22; 1995.02.09;  ; ;0-0; 0; 366; 1320; 0-0; 0; 3,438
A.J. Catanzariti; 1694; USA; 22; 1995.08.21;  ; ;0-0; 0; 360; 1403; 0-0; 0; 3,488
Niccolo Catini; 1694; ITA; 20; 1997.12.09;  ; ;0-0; 0; 414; 1676; 0-0; 0; 558
Loic Cloes; 1694; BEL; 19; 1998.11.13;  ; ;0-0; 0; 414; 1527; 0-0; 0; 1,204
Razvan Marius Codescu; 1694; ROU; 19; 1998.08.14;  ; ;0-0; 0; 414; 1694; 0-0; 0; 1,652
Alexander Cozbinov; 1694; MDA; 22; 1995.04.28;  ; ;0-0; 0; 778; 1663; 0-0; 0; 2,492
Lleyton Cronje; 1694; RSA; 17; 2000.09.22;  ; ;0-0; 0; 414; 1648; 0-0; 0; 510
Paolo Dagnino; 1694; ITA; 20; 1997.10.27;  ; ;0-0; 0; 414; 1694; 0-0; 0; 782
Pavle Daljev; 1694; SRB; 25; 1992.02.23;  ; ;0-0; 0; 518; 1694; 0-0; 0; 2,114
Gaetan De Lovinfosse; 1694; BEL; 26; 1991.09.05;  ; ;0-0; 0; 216; 771; 0-0; 0; 10,039
Yasitha De Silva; 1694; SRI; 22; 1995.07.03;  ; ;0-0; 0; 414; 1675; 0-2; 0; 690
Gabriel Diaz Freire; 1694; ESP; 20; 1997.10.24;  ; ;0-0; 0; 586; 1678; 0-0; 0; 748
Bogdan Didenko; 1694; UKR; 20; 1997.06.30;  ; ;0-0; 0; 1,086; 1168; 0-0; 0; 6,726
Kaloyan Dimitrov; 1694; BUL; 18; 1999.10.07;  ; ;0-0; 0; 414; 1477; 0-0; 0; 714
Carlos Divar; 1694; ESP; 19; 1998.05.29;  ; ;0-0; 0; 586; 1491; 0-0; 0; 2,058
Sergey Dorozhkin; 1694; RUS; 24; 1993.06.28;  ; ;0-0; 0; 414; 1565; 0-0; 0; 1,325
Dane Dunlap; 1694; CAN; 20; 1997.08.12;  ; ;0-0; 0; 414; 1694; 0-0; 0; 1,362
Julien Eon; 1694; FRA; 22; 1995.03.01;  ; ;0-0; 0; 690; 1666; 0-0; 0; 884
Martin Fekiac; 1694; SVK; 18; 1999.06.15;  ; ;0-0; 0; 414; 1694; 0-0; 0; 510
Alexandre Folie; 1694; BEL; 27; 1990.01.31; 82; 191; 0-0; 0; 414; 334; 0-0; 0; 71,523
Luc Fomba; 1694; FRA; 18; 1999.02.22;  ; ;0-0; 0; 414; 1370; 0-0; 0; 2,854
Sander Gille; 1694; BEL; 26; 1991.01.15; 75; 183; 0-1; 0; 20,487; 114; 0-1; 0; 60,653
Daniel Glancy; 1694; IRL; 29; 1988.11.13;  ; ;0-0; 0; 360; 352; 0-0; 0; 37,301
Marko Goles Babic; 1694; CRO; 23; 1994.08.27;  ; ;0-0; 0; 366; 1190; 0-0; 0; 2,595
Ruben Gonzales; 1694; PHI; 32; 1985.09.11;  ; ;0-0; 0; 11,054; 152; 6-2; 0; 79,032
Damon Gooch; 1694; RSA; 31; 1986.07.11; 78; 188; 0-0; 0; 1,380; 833; 0-0; 0; 20,480
Cheng-Peng Hsieh; 1694; TPE; 26; 1991.09.22; 80; 180; 0-3; 0; 38,980; 100; 0-9; 0; 103,349
Aqeel Khan; 1694; PAK; 37; 1980.01.30;  ; ;1-0; 0; 930; 613; 20-14; 0; 16,902
Lauri Kiiski; 1694; FIN; 37; 1980.10.10;  ; ;0-0; 0; 320; 300; 2-1; 0; 41,293
Sang-Yuop Kim; 1694; KOR; 23; 1994.09.01;  ; ;0-0; 0; 414; 1527; 0-0; 0; 1,826
Woo-Ram Kim; 1694; KOR; 32; 1985.08.07;  ; ;0-0; 0; 414; 987; 0-0; 0; 10,551
Siva Deep Kosaraju; 1694; IND; 18; 1999.01.15;  ; ;0-0; 0; 414; 1645; 0-0; 0; 522
Lucas Krainer; 1694; AUT; 17; 2000.10.12;  ; ;0-0; 0; 414; 1694; 0-0; 0; 518
Karlo Kranic; 1694; CRO; 18; 1999.04.23;  ; ;0-0; 0; 414; 1694; 0-0; 0; 414
Warren Kuhn; 1694; RSA; 24; 1993.10.22;  ; ;0-0; 0; 414; 1604; 0-0; 0; 1,916
Marcus Mansson; 1694; SWE; 22; 1995.08.16; 89; 193; 0-0; 0; 518; 1438; 0-0; 0; 5,696
Wojciech Marek; 1694; POL; 16; 2001.05.27;  ; ;0-0; 0; 414; 1678; 0-0; 0; 468
Hleb Maslau; 1694; BLR; 27; 1990.06.09;  ; ;0-0; 0; 414; 1694; 0-0; 0; 532
Diego Matos; 1694; BRA; 29; 1988.04.27;  ; ;0-0; 0; 1,068; 297; 0-0; 0; 43,714
Toshihide Matsui; 1694; JPN; 39; 1978.04.19; 77; 180; 0-1; 0; 23,337; 141; 2-5; 0; 258,467
Fabio Mercuri; 1694; ITA; 23; 1994.02.09;  ; ;0-0; 0; 518; 980; 0-0; 0; 10,313
Pedro Munafo; 1694; ITA; 25; 1992.12.21;  ; ;0-0; 0; 414; 1694; 0-0; 0; 1,582
Muzammil Murtaza; 1694; PAK; 18; 1999.11.12;  ; ;0-0; 0; 414; 1610; 0-0; 0; 522
David Norfeldt; 1694; SWE; 19; 1998.03.20;  ; ;0-0; 0; 690; 1501; 0-0; 0; 1,300
Guilherme Osorio; 1694; BRA; 19; 1998.09.27;  ; ;0-0; 0; 414; 1419; 0-0; 0; 2,146
David Pata; 1694; ROU; 19; 1998.02.16;  ; ;0-0; 0; 586; 1663; 0-0; 0; 726
Anastasios Pavlis; 1694; GRE; 24; 1993.05.25;  ; ;0-0; 0; 414; 1553; 0-0; 0; 2,536
Hugo Pierre; 1694; FRA; 21; 1996.03.13;  ; ;0-0; 0; 414; 1676; 0-0; 0; 710
Sergei Pogosian; 1694; RUS; 19; 1998.07.12;  ; ;0-0; 0; 518; 1608; 0-0; 0; 622
Giorgio Portaluri; 1694; ITA; 27; 1990.09.12; 78; 180; 0-0; 0; 892; 350; 0-0; 0; 36,628
Antonio Pruner Neto; 1694; BRA; 18; 1999.06.17;  ; ;0-0; 0; 414; 1610; 0-0; 0; 468
Alessandro Ragazzi; 1694; ITA; 21; 1996.12.24;  ; ;0-0; 0; 690; 1678; 0-0; 0; 816
Strahinja Rakic; 1694; SRB; 21; 1996.03.30;  ; ;0-0; 0; 342; 997; 0-0; 0; 7,673
Loic Ratsaratany; 1694; FRA; 18; 1999.05.31;  ; ;0-0; 0; 414; 1613; 0-0; 0; 762
Igor Sao Thiago; 1694; BRA; 19; 1998.04.29;  ; ;0-0; 0; 414; 1694; 0-0; 0; 608
Batyr Sapaev; 1694; UZB; 26; 1991.07.24; 62; 168; 0-0; 0; 690; 1172; 0-0; 0; 6,671
Rene Schulte; 1694; GER; 28; 1989.04.10;  ; ;0-0; 0; 519; 1113; 0-0; 0; 1,449
Alexandre Sidorenko; 1694; FRA; 29; 1988.02.18; 80; 185; 0-0; 0; 1,922; 145; 4-9; 0; 492,431
Riccardo Sinicropi; 1694; ITA; 27; 1990.09.12;  ; ;0-0; 0; 681; 367; 0-0; 0; 69,106
Ming Chun Alan Sou; 1694; HKG; 18; 1999.01.12;  ; ;0-0; 0; 414; 1643; 0-0; 0; 708
Tomas Stillman; 1694; USA; 25; 1992.10.22;  ; ;0-0; 0; 1,325; 937; 0-0; 0; 4,241
Marton Szappanos; 1694; HUN; 19; 1998.12.03;  ; ;0-0; 0; 414; 1682; 0-0; 0; 846
Daniel Tamir; 1694; ISR; 21; 1996.04.14;  ; ;0-0; 0; 414; 1199; 0-0; 0; 7,564
Suthinan Tanthaseraneewat; 1694; THA; 21; 1996.05.25;  ; ;0-0; 0; 216; 1445; 0-0; 0; 3,067
Thiago Agustin Tirante; 1694; ARG; 16; 2001.04.10;  ; ;0-0; 0; 414; 1694; 0-0; 0; 614
Luca Tomasetto; 1694; ITA; 21; 1996.03.31;  ; ;0-0; 0; 414; 1312; 0-0; 0; 3,872
Andrea Trapani; 1694; ITA; 18; 1999.01.16;  ; ;0-0; 0; 414; 1694; 0-0; 0; 572
Vincent Van den Honert; 1694; NED; 24; 1993.04.20;  ; ;0-0; 0; 414; 1069; 0-0; 0; 7,964
Yannick Verwater; 1694; NED; 17; 2000.04.15;  ; ;0-0; 0; 156; 1643; 0-0; 0; 764
Otto Virtanen; 1694; FIN; 16; 2001.06.21;  ; ;0-0; 0; 586; 1694; 0-0; 0; 1,226
Marcus Walters; 1694; GBR; 19; 1998.04.03;  ; ;0-0; 0; 414; 1582; 0-0; 0; 1,922
Haitong Xia; 1701; CHN; 21; 1996.01.08; 70; 185; 0-0; 0; 586; 1694; 0-0; 0; 2,403
Richard Yang; 1694; AUS; 19; 1998.05.08;  ; ;0-0; 0; 690; 1346; 0-0; 0; 2,738
Arsenije Zlatanovic; 1694; SRB; 28; 1989.12.04; 77; 193; 0-0; 0; 414; 609; 0-1; 0; 42,329
Mohamed Aboulkassem; 1781; EGY; 19; 1998.01.26;  ; ;0-0; 0; 674; 1677; 0-0; 0; 1,084
Iznaur Akhmaev; 1781; RUS; 24; 1993.03.26; 80; 183; 0-0; 0; 570; 1654; 0-0; 0; 762
Abdulrahman Alawadhi; 1781; KUW; 25; 1992.02.17; 0; 0; 0-1; 0; 366; 1535; 0-2; 0; 2,260
Tomas Almeida; 1781; POR; 18; 1999.04.08;  ; ;0-0; 0; 742; 1666; 0-0; 0; 1,280
Dmytro Badanov; 1781; UKR; 29; 1988.01.19; 65; 185; 0-0; 0; 570; 463; 0-0; 0; 26,311
Luciano Betella; 1781; ARG; 22; 1995.11.23;  ; ;0-0; 0; 570; 1494; 0-0; 0; 4,464
Martin Blasko; 1781; SVK; 21; 1996.01.07; 75; 183; 0-0; 0; 570; 601; 0-0; 0; 13,923
Alexander Brown; 1781; USA; 18; 1999.05.02; 91; 198; 0-0; 0; 950; 1701; 0-0; 0; 1,886
Antonio Campo; 1781; ITA; 24; 1993.08.04;  ; ;0-0; 0; 846; 842; 0-0; 0; 16,421
Tadiwa Chinamo; 1781; ZIM; 19; 1998.04.18;  ; ;0-0; 0; 570; 1781; 0-0; 0; 1,446
Jae-Won Choi; 1781; KOR; 28; 1989.09.29;  ; ;0-0; 0; 546; 696; 0-0; 0; 10,009
Gabriel Ciro Da Silva; 1781; BRA; 18; 1999.08.04;  ; ;0-0; 0; 570; 1608; 0-0; 0; 828
Miguel Diaz; 1781; USA; 22; 1995.08.26;  ; ;0-0; 0; 570; 1604; 0-0; 0; 828
